EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,OverTime,TrainingTimesLastYear,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Attrition
EMP02582,34,Male,Sales,Sales Executive,2,6591,2,8,No,3,4,1,3,1,4,3,7,5,Non-Travel,0
EMP02583,25,Female,Research & Development,Research Scientist,38,13330,16,9,Yes,4,4,1,3,4,3,3,2,8,Travel_Frequently,0
EMP02584,35,Male,Sales,Sales Executive,31,2529,29,4,Yes,0,1,4,4,2,2,3,14,8,Travel_Frequently,0
EMP02585,56,Female,Human Resources,Manufacturing Director,25,16946,10,2,No,0,1,4,4,4,4,3,1,3,Non-Travel,0
EMP02586,31,Male,Human Resources,Manager,11,5928,7,8,Yes,2,2,2,2,4,4,4,1,8,Travel_Rarely,0
EMP02587,19,Female,Human Resources,Manufacturing Director,40,7131,9,4,No,4,3,4,1,3,1,3,13,3,Travel_Rarely,0
EMP02588,41,Female,Human Resources,Healthcare Representative,8,16305,19,3,Yes,5,4,1,2,1,3,4,2,12,Travel_Frequently,0
EMP02589,20,Female,Research & Development,Sales Representative,4,2653,5,9,No,5,3,3,3,1,1,4,6,15,Travel_Rarely,0
EMP02590,28,Female,Research & Development,Sales Executive,21,1347,7,5,No,6,2,2,4,2,3,4,8,10,Travel_Rarely,1
EMP02591,52,Female,Sales,Research Scientist,37,2027,13,5,No,5,2,2,2,4,4,3,3,2,Travel_Rarely,0
EMP02592,25,Male,Research & Development,Laboratory Technician,29,6850,26,9,Yes,3,3,2,2,2,2,4,7,17,Travel_Rarely,0
EMP02593,46,Female,Research & Development,Sales Representative,5,17054,13,5,No,1,2,3,3,2,4,4,0,15,Travel_Frequently,0
EMP02594,33,Female,Sales,Human Resources,12,7373,16,8,Yes,3,1,3,2,4,4,4,12,16,Non-Travel,0
EMP02595,19,Female,Human Resources,Manager,26,12006,8,0,Yes,0,2,2,4,3,1,3,13,0,Travel_Rarely,0
EMP02596,18,Male,Human Resources,Sales Executive,15,8278,15,1,No,1,1,2,4,3,4,3,15,7,Travel_Frequently,0
EMP02597,27,Female,Human Resources,Human Resources,39,10120,28,9,No,2,2,4,4,2,2,3,12,16,Non-Travel,0
EMP02598,37,Male,Human Resources,Research Director,11,17877,3,9,No,4,1,4,1,1,1,3,8,0,Travel_Frequently,0
EMP02599,43,Male,Research & Development,Laboratory Technician,17,10900,11,2,Yes,3,3,3,2,4,4,3,4,15,Non-Travel,0
EMP02600,27,Male,Research & Development,Manager,15,5784,11,0,Yes,3,2,2,4,3,3,3,2,12,Travel_Rarely,0
EMP02601,22,Female,Sales,Human Resources,25,6684,25,4,No,0,2,2,4,4,1,4,14,10,Non-Travel,0
EMP02602,43,Female,Human Resources,Healthcare Representative,30,3152,22,1,Yes,1,2,1,4,2,2,3,2,17,Travel_Rarely,0
EMP02603,39,Female,Sales,Sales Representative,13,15176,19,8,No,6,1,4,4,4,3,4,2,12,Travel_Rarely,0
EMP02604,43,Male,Human Resources,Laboratory Technician,8,7465,13,4,No,4,3,1,3,2,4,3,8,6,Travel_Frequently,0
EMP02605,27,Female,Human Resources,Research Scientist,26,6089,14,3,Yes,3,4,4,3,3,2,3,4,3,Non-Travel,0
EMP02606,26,Male,Human Resources,Research Director,12,17816,3,9,Yes,1,3,4,2,1,4,4,3,1,Travel_Frequently,0
EMP02607,41,Male,Human Resources,Human Resources,20,1483,17,3,Yes,1,4,1,1,3,3,3,10,2,Non-Travel,0
EMP02608,45,Male,Human Resources,Healthcare Representative,14,3144,23,7,Yes,4,1,4,2,2,3,4,14,2,Travel_Frequently,0
EMP02609,34,Male,Sales,Human Resources,10,11605,10,1,No,6,4,2,2,1,4,3,8,10,Travel_Frequently,0
EMP02610,29,Female,Research & Development,Research Director,7,19240,14,9,Yes,6,1,4,2,3,3,3,3,9,Travel_Rarely,0
EMP02611,44,Female,Sales,Manufacturing Director,13,17950,14,1,Yes,3,4,3,4,1,4,3,13,0,Travel_Rarely,0
EMP02612,32,Female,Human Resources,Sales Executive,30,8763,13,7,Yes,1,4,3,4,1,4,4,7,2,Non-Travel,0
EMP02613,51,Female,Sales,Sales Representative,39,15780,5,9,No,3,2,1,3,1,4,3,6,2,Travel_Frequently,0
EMP02614,24,Female,Research & Development,Human Resources,40,15819,11,8,No,5,3,4,3,1,1,3,11,11,Non-Travel,0
EMP02615,46,Female,Research & Development,Sales Executive,16,13815,27,1,No,0,3,2,3,1,2,4,4,12,Travel_Rarely,0
EMP02616,40,Female,Research & Development,Sales Executive,37,10642,3,4,Yes,2,1,3,4,2,4,3,6,16,Travel_Rarely,0
EMP02617,28,Male,Sales,Research Scientist,13,5868,20,9,No,3,2,3,2,3,3,3,14,14,Travel_Rarely,0
EMP02618,41,Female,Human Resources,Laboratory Technician,9,11947,23,4,Yes,3,4,2,4,4,2,4,3,2,Travel_Rarely,0
EMP02619,45,Female,Sales,Manager,38,11906,12,3,No,2,1,4,3,2,3,4,7,1,Travel_Frequently,0
EMP02620,47,Male,Human Resources,Manager,20,10067,4,7,Yes,5,3,2,1,3,1,4,5,2,Travel_Rarely,0
EMP02621,20,Female,Research & Development,Sales Representative,9,11200,5,8,No,3,3,1,3,1,3,3,15,14,Non-Travel,0
EMP02622,34,Female,Research & Development,Sales Representative,14,2638,15,7,No,2,1,1,1,4,3,3,9,0,Travel_Rarely,0
EMP02623,32,Female,Research & Development,Research Scientist,23,2368,9,1,Yes,3,1,2,2,2,1,3,10,2,Travel_Frequently,0
EMP02624,19,Male,Sales,Manager,2,3097,26,1,No,3,3,4,2,1,3,4,10,4,Non-Travel,0
EMP02625,30,Male,Research & Development,Research Director,22,16731,23,4,No,3,3,3,2,4,2,3,6,7,Travel_Frequently,0
EMP02626,37,Female,Research & Development,Research Scientist,36,2377,7,4,Yes,6,1,2,3,1,2,3,3,13,Non-Travel,0
EMP02627,34,Female,Human Resources,Sales Executive,12,12997,21,9,Yes,6,3,1,4,4,2,3,9,7,Travel_Frequently,0
EMP02628,47,Male,Human Resources,Laboratory Technician,6,18410,6,1,No,5,1,4,2,2,2,3,12,14,Travel_Frequently,0
EMP02629,25,Male,Human Resources,Sales Executive,34,2990,5,3,Yes,3,4,1,2,3,4,4,7,11,Travel_Rarely,0
EMP02630,60,Male,Sales,Manufacturing Director,22,10567,25,7,Yes,4,4,2,4,2,3,3,5,7,Travel_Frequently,0
EMP02631,57,Male,Sales,Manufacturing Director,4,16561,21,5,Yes,2,3,1,1,1,2,4,15,4,Travel_Frequently,0
EMP02632,57,Male,Human Resources,Manager,15,19884,21,1,Yes,3,4,2,2,2,2,4,12,10,Non-Travel,0
EMP02633,36,Male,Sales,Healthcare Representative,36,13753,13,8,Yes,1,3,3,3,2,1,3,0,3,Travel_Frequently,0
EMP02634,41,Female,Research & Development,Healthcare Representative,35,11159,16,9,Yes,0,4,3,1,3,1,4,0,6,Travel_Frequently,0
EMP02635,24,Female,Research & Development,Manager,39,2790,5,5,No,5,2,1,1,2,2,3,8,3,Travel_Frequently,0
EMP02636,58,Female,Sales,Human Resources,4,2795,5,9,No,1,3,4,3,3,1,3,13,6,Travel_Rarely,0
EMP02637,21,Female,Human Resources,Sales Representative,13,7810,23,0,Yes,1,3,1,4,4,4,4,5,3,Non-Travel,0
EMP02638,44,Male,Sales,Manufacturing Director,13,10925,12,9,No,4,2,3,4,3,4,3,2,5,Travel_Frequently,0
EMP02639,38,Male,Human Resources,Healthcare Representative,19,3460,25,4,No,2,2,4,4,2,4,3,11,13,Travel_Rarely,0
EMP02640,40,Female,Research & Development,Research Director,27,14686,19,5,No,5,4,4,1,3,1,4,11,1,Travel_Rarely,0
EMP02641,55,Female,Research & Development,Manager,4,4258,12,9,Yes,2,2,3,4,4,1,4,5,13,Travel_Rarely,0
EMP02642,57,Female,Human Resources,Manager,2,18873,2,4,No,3,1,4,2,2,3,3,9,3,Travel_Rarely,0
EMP02643,47,Female,Sales,Laboratory Technician,1,6174,6,5,Yes,0,2,2,1,2,3,4,12,4,Travel_Rarely,0
EMP02644,38,Male,Research & Development,Human Resources,29,9636,19,7,Yes,2,1,2,3,3,3,3,10,7,Travel_Frequently,0
EMP02645,32,Female,Human Resources,Healthcare Representative,36,3180,14,9,No,1,3,3,2,2,4,4,2,4,Non-Travel,0
EMP02646,20,Male,Human Resources,Research Scientist,31,10893,25,9,No,1,1,1,1,3,4,3,6,13,Non-Travel,0
EMP02647,57,Male,Sales,Manager,0,10235,22,5,No,5,1,4,3,1,1,4,15,11,Travel_Frequently,0
EMP02648,36,Female,Human Resources,Healthcare Representative,10,3916,1,4,Yes,0,3,1,2,4,3,4,1,14,Travel_Frequently,0
EMP02649,38,Female,Sales,Manager,19,4913,11,1,Yes,4,2,4,3,4,4,3,14,12,Travel_Frequently,0
EMP02650,43,Male,Human Resources,Sales Representative,37,10030,4,3,No,6,1,2,3,2,4,4,11,11,Travel_Frequently,0
EMP02651,49,Female,Human Resources,Sales Executive,26,5305,29,2,No,4,1,3,4,3,1,4,0,16,Travel_Frequently,0
EMP02652,45,Male,Sales,Sales Executive,10,8383,12,1,Yes,0,3,3,4,1,3,4,6,8,Travel_Frequently,0
EMP02653,30,Female,Human Resources,Sales Representative,12,7701,16,5,No,4,1,2,4,4,1,3,2,2,Non-Travel,0
EMP02654,32,Female,Human Resources,Manager,10,7830,7,1,No,1,2,3,1,4,1,4,3,4,Travel_Rarely,0
EMP02655,56,Female,Sales,Manufacturing Director,32,16902,25,9,Yes,6,1,2,2,2,1,3,5,1,Travel_Rarely,0
EMP02656,36,Male,Research & Development,Research Scientist,38,17082,17,8,Yes,3,3,3,4,1,1,4,4,10,Travel_Frequently,0
EMP02657,18,Male,Human Resources,Healthcare Representative,10,5361,9,1,No,0,1,2,1,2,4,4,8,6,Travel_Rarely,0
EMP02658,21,Female,Human Resources,Research Director,36,6589,11,1,No,1,2,2,3,1,2,4,5,5,Non-Travel,0
EMP02659,39,Male,Human Resources,Research Director,39,14711,18,5,No,3,2,1,1,4,4,3,1,13,Non-Travel,0
EMP02660,26,Male,Sales,Healthcare Representative,0,15976,27,6,No,2,3,2,4,2,2,3,7,10,Non-Travel,0
EMP02661,24,Male,Sales,Healthcare Representative,16,13352,18,9,No,0,2,1,3,3,3,4,8,14,Non-Travel,0
EMP02662,47,Male,Human Resources,Sales Executive,18,17039,9,4,Yes,5,1,4,3,4,2,4,0,8,Travel_Rarely,0
EMP02663,36,Female,Research & Development,Healthcare Representative,26,12898,16,4,Yes,6,3,3,2,3,2,4,9,12,Travel_Rarely,0
EMP02664,53,Male,Sales,Healthcare Representative,15,3693,16,8,No,1,1,2,1,2,4,4,10,8,Travel_Frequently,0
EMP02665,31,Female,Research & Development,Research Director,8,15460,24,1,No,2,2,2,3,1,2,4,0,6,Travel_Frequently,0
EMP02666,35,Male,Sales,Healthcare Representative,30,5503,6,3,No,1,1,4,3,1,4,4,6,15,Non-Travel,0
EMP02667,21,Female,Sales,Laboratory Technician,15,19253,22,8,No,3,2,2,3,2,1,3,10,16,Non-Travel,0
EMP02668,47,Female,Research & Development,Human Resources,11,14600,8,2,Yes,4,3,3,1,1,3,3,3,3,Travel_Frequently,0
EMP02669,29,Male,Research & Development,Human Resources,15,10348,5,0,No,2,2,2,3,3,2,4,6,6,Travel_Rarely,0
EMP02670,47,Male,Human Resources,Research Director,8,1412,9,0,Yes,1,3,2,3,2,1,3,2,14,Non-Travel,0
EMP02671,30,Male,Sales,Healthcare Representative,14,1124,22,8,No,6,2,3,3,4,2,3,15,3,Non-Travel,0
EMP02672,28,Female,Research & Development,Human Resources,37,15145,20,1,Yes,1,3,1,2,4,2,4,9,11,Non-Travel,0
EMP02673,46,Female,Human Resources,Research Scientist,22,5697,27,8,Yes,0,1,4,4,3,1,4,12,11,Non-Travel,0
EMP02674,52,Male,Sales,Manager,17,10724,1,2,No,3,4,1,1,2,2,3,12,4,Travel_Rarely,0
EMP02675,41,Male,Sales,Sales Executive,1,8064,13,6,No,3,3,2,4,2,3,4,2,17,Travel_Rarely,0
EMP02676,41,Male,Research & Development,Manufacturing Director,3,6778,4,2,Yes,4,2,2,4,2,4,3,10,3,Non-Travel,0
EMP02677,60,Male,Human Resources,Manufacturing Director,5,2727,5,6,Yes,1,4,1,3,1,4,4,9,17,Travel_Frequently,0
EMP02678,40,Male,Sales,Laboratory Technician,20,10219,28,6,No,6,3,4,4,2,1,4,2,9,Travel_Rarely,0
EMP02679,56,Male,Sales,Sales Representative,21,8382,12,4,Yes,6,2,4,2,3,4,4,14,12,Travel_Frequently,0
EMP02680,28,Female,Human Resources,Research Director,24,3420,16,4,No,4,1,3,3,3,2,3,9,5,Travel_Frequently,0
EMP02681,56,Female,Research & Development,Laboratory Technician,23,10469,20,7,Yes,3,3,2,4,1,4,3,6,9,Travel_Frequently,0
EMP02682,32,Male,Sales,Sales Representative,2,5025,12,6,No,1,3,2,1,1,3,4,5,8,Non-Travel,0
EMP02683,19,Female,Sales,Research Director,39,2992,23,8,No,6,1,2,3,3,3,3,13,8,Travel_Rarely,0
EMP02684,53,Female,Research & Development,Research Director,36,19518,25,7,No,1,3,3,2,1,3,3,12,16,Non-Travel,0
EMP02685,38,Female,Human Resources,Healthcare Representative,37,17211,29,8,No,0,4,4,4,2,3,3,1,16,Non-Travel,0
EMP02686,18,Female,Research & Development,Human Resources,38,9570,12,1,Yes,6,2,2,3,4,4,3,4,14,Travel_Rarely,0
EMP02687,46,Male,Sales,Sales Executive,9,13063,28,9,No,1,3,1,4,3,4,3,11,6,Non-Travel,0
EMP02688,33,Female,Sales,Manufacturing Director,40,1659,3,4,No,6,4,3,1,4,2,4,2,1,Non-Travel,0
EMP02689,38,Male,Research & Development,Manufacturing Director,9,18180,29,9,No,0,1,1,4,1,2,3,7,15,Non-Travel,0
EMP02690,24,Female,Research & Development,Research Director,37,2870,18,7,No,6,2,4,2,1,4,3,14,11,Travel_Frequently,0
EMP02691,37,Female,Sales,Research Scientist,2,1531,13,9,No,3,3,1,1,4,1,3,6,4,Travel_Rarely,0
EMP02692,43,Female,Human Resources,Research Scientist,34,1284,13,1,Yes,4,3,2,4,1,1,4,1,0,Non-Travel,1
EMP02693,27,Male,Sales,Research Scientist,10,13968,18,3,Yes,2,1,1,1,1,1,4,6,8,Travel_Frequently,0
EMP02694,18,Female,Research & Development,Sales Representative,39,17979,29,7,Yes,0,1,3,3,1,1,4,7,5,Travel_Frequently,0
EMP02695,27,Female,Sales,Sales Representative,16,5427,19,5,No,0,4,4,2,1,1,4,0,4,Travel_Rarely,0
EMP02696,37,Female,Research & Development,Manager,2,6146,23,4,Yes,5,1,2,3,3,1,4,14,11,Travel_Frequently,0
EMP02697,39,Male,Sales,Healthcare Representative,9,9252,21,2,No,1,2,3,2,2,1,4,10,9,Travel_Frequently,0
EMP02698,25,Male,Sales,Sales Executive,9,1545,13,1,Yes,4,2,1,2,1,4,4,13,14,Travel_Rarely,0
EMP02699,28,Male,Human Resources,Research Director,35,1356,16,3,Yes,0,3,4,2,1,4,4,12,14,Travel_Rarely,0
EMP02700,42,Male,Human Resources,Laboratory Technician,38,15226,21,4,Yes,5,1,3,4,1,4,4,10,8,Travel_Rarely,0
EMP02701,34,Female,Research & Development,Manager,29,16132,23,1,Yes,5,4,1,3,2,3,3,14,16,Travel_Frequently,0
EMP02702,58,Male,Human Resources,Research Director,13,5784,26,2,No,6,4,4,3,3,3,3,15,9,Travel_Frequently,0
EMP02703,36,Female,Human Resources,Healthcare Representative,21,10015,21,0,Yes,5,1,1,2,1,3,3,12,13,Travel_Rarely,0
EMP02704,54,Female,Research & Development,Manufacturing Director,35,19125,6,3,Yes,1,3,3,2,2,3,4,13,16,Non-Travel,0
EMP02705,51,Female,Research & Development,Research Director,23,10937,20,2,Yes,6,2,1,1,2,2,4,12,2,Travel_Frequently,0
EMP02706,41,Female,Research & Development,Sales Executive,6,11181,29,1,Yes,0,3,1,4,2,2,3,11,7,Travel_Frequently,0
EMP02707,53,Male,Sales,Manager,34,16160,29,6,No,0,1,4,2,4,3,3,11,14,Travel_Frequently,0
EMP02708,26,Male,Research & Development,Research Scientist,2,19240,27,1,Yes,0,3,3,2,1,1,3,14,15,Non-Travel,0
EMP02709,18,Female,Research & Development,Sales Representative,36,10473,5,7,No,5,2,1,2,4,2,3,12,14,Travel_Rarely,0
EMP02710,59,Male,Sales,Healthcare Representative,15,3593,24,0,No,2,2,4,1,3,1,4,5,13,Travel_Frequently,0
EMP02711,26,Male,Sales,Sales Representative,16,13499,29,1,No,1,2,1,4,4,3,3,10,9,Non-Travel,0
EMP02712,36,Female,Research & Development,Manufacturing Director,35,10595,16,5,Yes,6,4,2,3,3,4,3,5,9,Travel_Rarely,0
EMP02713,36,Male,Human Resources,Healthcare Representative,9,5001,1,0,Yes,2,4,1,1,4,4,4,8,11,Non-Travel,0
EMP02714,59,Male,Human Resources,Manager,28,18904,13,6,Yes,5,4,2,2,2,3,3,0,1,Travel_Frequently,0
EMP02715,26,Female,Human Resources,Manager,12,11966,28,2,No,3,2,4,4,2,1,3,11,5,Travel_Rarely,0
EMP02716,49,Male,Sales,Manufacturing Director,6,4832,3,7,No,0,4,2,2,3,2,4,4,9,Travel_Frequently,0
EMP02717,25,Female,Sales,Manager,27,19977,10,4,Yes,4,4,4,1,4,1,3,10,6,Travel_Rarely,0
EMP02718,60,Male,Sales,Manager,17,18646,29,2,No,3,2,4,2,4,3,3,6,3,Travel_Rarely,0
EMP02719,27,Male,Human Resources,Laboratory Technician,35,14785,22,8,No,4,3,2,4,4,3,3,10,7,Travel_Rarely,0
EMP02720,26,Male,Human Resources,Research Director,22,2183,27,6,No,4,1,2,3,4,3,4,9,2,Travel_Rarely,0
EMP02721,54,Male,Sales,Research Scientist,5,3855,11,6,No,2,1,2,4,2,1,3,12,0,Travel_Frequently,0
EMP02722,44,Male,Sales,Manufacturing Director,23,5010,18,5,Yes,1,1,4,3,4,1,3,1,14,Travel_Frequently,0
EMP02723,57,Female,Sales,Healthcare Representative,32,10474,22,5,No,2,2,1,1,4,3,4,14,15,Travel_Rarely,0
EMP02724,25,Female,Research & Development,Manager,6,17430,7,1,No,1,2,2,3,2,2,4,6,1,Travel_Rarely,0
EMP02725,40,Female,Human Resources,Human Resources,24,14233,28,0,No,0,2,3,1,4,4,4,13,1,Travel_Rarely,0
EMP02726,40,Male,Human Resources,Manager,9,14976,3,0,No,4,4,3,3,2,2,4,8,15,Travel_Rarely,0
EMP02727,59,Female,Sales,Laboratory Technician,17,1458,22,4,Yes,4,4,3,2,3,4,3,0,0,Non-Travel,0
EMP02728,27,Male,Human Resources,Research Director,6,13696,21,3,Yes,4,2,2,4,1,1,3,3,17,Travel_Rarely,0
EMP02729,26,Male,Research & Development,Manager,0,4189,28,8,Yes,3,3,4,4,1,1,3,13,14,Travel_Frequently,0
EMP02730,26,Male,Research & Development,Laboratory Technician,19,3834,11,2,Yes,1,1,4,4,3,1,4,15,6,Non-Travel,0
EMP02731,57,Female,Research & Development,Manufacturing Director,7,8841,11,2,No,5,4,2,3,3,2,4,13,11,Non-Travel,0
EMP02732,51,Male,Research & Development,Sales Representative,27,12061,4,6,Yes,4,1,4,2,4,1,4,8,17,Travel_Frequently,0
EMP02733,29,Male,Human Resources,Manufacturing Director,18,4980,8,5,Yes,1,2,3,4,1,4,4,13,16,Travel_Rarely,0
EMP02734,37,Female,Research & Development,Manager,19,9288,18,2,Yes,4,4,2,2,1,2,4,10,16,Travel_Frequently,0
EMP02735,48,Female,Sales,Manager,3,8141,25,1,No,0,2,3,4,3,1,4,10,13,Travel_Frequently,0
EMP02736,45,Male,Human Resources,Research Director,17,10606,16,7,Yes,1,3,1,2,3,2,3,8,2,Non-Travel,0
EMP02737,47,Male,Human Resources,Research Director,26,13531,12,6,Yes,5,1,4,4,1,2,3,6,12,Travel_Rarely,0
EMP02738,49,Female,Research & Development,Healthcare Representative,6,2096,28,8,No,1,4,1,1,2,1,3,6,8,Non-Travel,0
EMP02739,33,Female,Human Resources,Human Resources,11,16641,24,1,No,1,2,1,2,1,1,4,12,12,Travel_Rarely,0
EMP02740,41,Male,Human Resources,Healthcare Representative,30,17671,26,8,No,5,4,3,3,4,3,4,15,2,Non-Travel,0
EMP02741,56,Male,Research & Development,Healthcare Representative,26,3196,21,9,Yes,3,2,2,3,1,1,3,4,15,Travel_Frequently,0
EMP02742,43,Female,Human Resources,Sales Representative,34,19720,17,4,Yes,0,1,2,2,4,3,3,7,1,Travel_Rarely,0
EMP02743,34,Male,Sales,Healthcare Representative,10,2288,24,7,No,2,1,2,2,3,2,4,11,15,Travel_Rarely,0
EMP02744,58,Female,Human Resources,Research Scientist,1,18692,9,9,Yes,6,4,1,3,3,2,4,14,12,Non-Travel,0
EMP02745,54,Female,Research & Development,Research Director,24,5991,4,3,No,2,3,4,1,3,2,3,11,6,Travel_Frequently,0
EMP02746,58,Male,Human Resources,Healthcare Representative,35,19886,28,9,No,1,1,2,1,1,3,3,9,1,Non-Travel,0
EMP02747,35,Male,Human Resources,Research Director,2,8042,13,4,Yes,1,4,2,2,1,2,4,4,9,Non-Travel,0
EMP02748,58,Female,Sales,Human Resources,36,16805,28,6,Yes,6,1,4,4,3,2,3,3,1,Non-Travel,0
EMP02749,49,Female,Human Resources,Laboratory Technician,5,12162,29,1,No,6,3,1,4,4,2,3,7,4,Travel_Rarely,0
EMP02750,60,Female,Human Resources,Sales Representative,5,14754,23,5,Yes,4,4,4,2,4,1,4,11,15,Non-Travel,0
EMP02751,38,Female,Human Resources,Sales Representative,10,8018,15,8,No,5,4,4,1,4,1,3,2,6,Travel_Frequently,0
EMP02752,56,Male,Research & Development,Sales Representative,30,1034,22,7,Yes,0,2,2,4,4,2,4,9,10,Non-Travel,0
EMP02753,36,Male,Sales,Sales Executive,14,18861,16,8,Yes,3,3,4,3,3,1,4,9,16,Travel_Rarely,0
EMP02754,56,Male,Human Resources,Laboratory Technician,0,7865,24,9,Yes,1,4,4,4,1,2,4,11,11,Travel_Frequently,0
EMP02755,52,Female,Research & Development,Manager,30,13665,29,5,Yes,0,2,3,4,3,2,3,3,7,Non-Travel,0
EMP02756,40,Female,Research & Development,Sales Executive,16,3491,5,2,No,3,3,2,3,1,3,4,11,14,Non-Travel,0
EMP02757,54,Male,Human Resources,Sales Representative,27,6810,5,4,No,3,4,1,2,2,1,4,2,1,Non-Travel,0
EMP02758,38,Female,Research & Development,Research Scientist,40,16067,21,9,Yes,4,4,4,2,2,2,3,6,6,Travel_Frequently,0
EMP02759,45,Male,Human Resources,Sales Representative,33,18344,5,5,Yes,3,2,4,1,4,3,3,4,7,Travel_Rarely,0
EMP02760,58,Male,Research & Development,Human Resources,31,8629,24,5,Yes,0,1,4,3,4,1,3,6,9,Non-Travel,0
EMP02761,57,Female,Sales,Human Resources,25,16194,5,2,No,5,4,2,1,1,4,4,14,14,Travel_Frequently,0
EMP02762,52,Female,Research & Development,Manufacturing Director,38,16799,3,8,Yes,4,1,3,4,3,4,3,6,1,Travel_Rarely,0
EMP02763,49,Female,Sales,Sales Representative,10,9398,5,6,Yes,0,2,2,2,3,4,4,6,12,Travel_Rarely,0
EMP02764,52,Female,Human Resources,Research Scientist,39,18580,27,6,No,0,2,2,3,1,4,3,11,15,Non-Travel,0
EMP02765,43,Male,Human Resources,Human Resources,22,16591,25,2,No,5,3,1,1,4,2,4,7,16,Travel_Frequently,0
EMP02766,40,Male,Sales,Human Resources,27,15211,29,9,Yes,6,3,3,1,3,1,4,0,9,Travel_Frequently,0
EMP02767,32,Female,Human Resources,Research Director,23,9952,8,4,No,1,4,3,4,1,1,4,15,14,Travel_Rarely,0
EMP02768,28,Male,Human Resources,Sales Representative,19,13414,24,1,No,1,2,1,1,2,4,3,4,14,Travel_Rarely,0
EMP02769,48,Female,Human Resources,Research Director,27,19448,8,8,Yes,2,1,3,3,2,4,3,3,13,Travel_Frequently,0
EMP02770,22,Male,Sales,Research Director,21,1209,2,0,No,4,1,3,3,3,2,3,4,8,Travel_Rarely,0
EMP02771,45,Female,Sales,Manufacturing Director,11,5167,4,4,No,2,1,2,3,1,4,4,6,6,Non-Travel,0
EMP02772,23,Female,Research & Development,Manager,37,2362,16,0,No,5,4,3,1,1,4,3,13,3,Travel_Frequently,0
EMP02773,26,Female,Research & Development,Sales Executive,32,4705,3,7,Yes,0,4,2,2,1,3,4,4,17,Travel_Rarely,0
EMP02774,51,Female,Sales,Human Resources,36,8686,1,2,No,0,3,2,1,3,1,4,12,1,Travel_Frequently,0
EMP02775,24,Male,Sales,Sales Representative,3,9607,23,8,No,5,4,3,3,1,3,4,0,7,Travel_Frequently,0
EMP02776,45,Female,Research & Development,Research Director,4,7119,29,7,Yes,5,3,3,4,3,4,3,10,12,Travel_Rarely,0
EMP02777,19,Male,Research & Development,Sales Representative,0,11116,9,6,Yes,2,1,1,2,2,3,3,13,12,Travel_Frequently,0
EMP02778,42,Female,Sales,Manager,1,12432,20,0,No,5,3,4,4,3,4,3,15,7,Travel_Frequently,0
EMP02779,56,Female,Research & Development,Healthcare Representative,14,16127,5,9,Yes,5,2,3,2,1,4,3,3,0,Non-Travel,0
EMP02780,35,Female,Sales,Healthcare Representative,11,9230,22,3,Yes,0,1,1,1,2,4,4,4,7,Travel_Rarely,0
EMP02781,58,Male,Sales,Manufacturing Director,0,18604,8,1,No,2,2,2,4,1,2,4,12,6,Non-Travel,0
EMP02782,29,Female,Research & Development,Laboratory Technician,23,14659,11,6,No,3,1,3,1,1,1,4,11,6,Travel_Frequently,0
EMP02783,48,Female,Sales,Research Scientist,20,9832,8,8,No,3,1,1,4,4,3,3,9,16,Travel_Frequently,0
EMP02784,25,Female,Human Resources,Research Scientist,18,9883,14,6,Yes,4,3,3,1,4,1,3,0,13,Travel_Rarely,0
EMP02785,27,Female,Research & Development,Sales Representative,34,19130,12,4,No,5,3,2,4,2,4,4,13,13,Travel_Rarely,0
EMP02786,40,Male,Sales,Manufacturing Director,17,10226,25,2,Yes,6,1,4,2,2,4,4,8,16,Travel_Rarely,0
EMP02787,24,Female,Sales,Healthcare Representative,24,6248,18,8,Yes,3,2,3,1,3,2,3,2,11,Non-Travel,0
EMP02788,22,Male,Research & Development,Sales Representative,7,4580,15,0,Yes,3,3,4,2,3,3,4,6,14,Non-Travel,0
EMP02789,32,Male,Research & Development,Sales Representative,4,14346,18,2,Yes,2,3,3,2,1,2,4,15,9,Non-Travel,0
EMP02790,37,Female,Research & Development,Sales Executive,28,7399,20,7,Yes,4,4,1,4,3,4,4,14,15,Travel_Frequently,0
EMP02791,21,Female,Sales,Human Resources,15,10475,9,2,No,0,1,1,3,3,3,4,2,4,Travel_Rarely,0
EMP02792,26,Female,Sales,Healthcare Representative,35,9228,1,1,No,6,1,4,1,4,3,3,9,9,Travel_Rarely,0
EMP02793,33,Female,Human Resources,Manager,11,1657,4,5,No,4,1,3,4,1,4,4,2,11,Travel_Rarely,0
EMP02794,48,Female,Human Resources,Healthcare Representative,0,3904,7,4,Yes,5,4,1,1,1,4,3,11,15,Travel_Frequently,0
EMP02795,37,Female,Sales,Healthcare Representative,37,12745,4,4,No,2,2,4,2,4,1,4,5,12,Travel_Rarely,0
EMP02796,51,Male,Human Resources,Healthcare Representative,15,18054,17,1,No,6,3,2,4,2,2,3,1,14,Non-Travel,0
EMP02797,42,Female,Research & Development,Manager,0,8736,1,0,No,5,1,3,3,1,1,3,15,7,Non-Travel,0
EMP02798,29,Female,Human Resources,Sales Representative,15,5545,26,7,Yes,1,2,4,2,4,3,3,8,6,Non-Travel,0
